time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461319762	9.76811	-10.1258	-2.76384	1.87352	-0.180752	lidar	0.0672549	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.77877	-10.2604	-2.67766	1.83507	-0.217148	radar	4.52152	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.80157	-10.4154	-2.68741	1.81072	-0.228263	lidar	0.154503	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.85222	-10.57	-2.73177	1.81039	-0.212267	radar	1.04263	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.876	-10.7258	-2.74033	1.7896	-0.220381	lidar	0.0877015	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.88609	-10.8547	-2.69941	1.76185	-0.241448	radar	1.18216	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.89438	-11.0029	-2.71459	1.73608	-0.253615	lidar	0.22747	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.91091	-11.1342	-2.71383	1.72193	-0.254216	radar	0.381361	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.90535	-11.2903	-2.73599	1.68919	-0.271974	lidar	0.494637	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.92472	-11.4311	-2.75748	1.68117	-0.263292	radar	0.433796	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.91161	-11.5888	-2.77909	1.6473	-0.281648	lidar	0.520995	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.85146	-11.7127	-2.63372	1.56397	-0.369812	radar	16.2183	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.82569	-11.8621	-2.6376	1.52852	-0.383342	lidar	0.353274	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.79647	-12.0029	-2.60349	1.48453	-0.413012	radar	1.61671	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.75009	-12.1528	-2.6133	1.4407	-0.431723	lidar	0.643489	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.71259	-12.2901	-2.59396	1.40099	-0.451157	radar	0.559578	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.65331	-12.4425	-2.61301	1.35434	-0.470135	lidar	0.629483	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.55131	-12.5546	-2.5202	1.25451	-0.564897	radar	11.4266	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.47325	-12.6861	-2.5279	1.20277	-0.582988	lidar	0.803953	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.3346	-12.769	-2.43675	1.06972	-0.716811	radar	20.1107	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.22012	-12.8784	-2.45968	1.00035	-0.745422	lidar	2.18311	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	9.07189	-12.9645	-2.42516	0.875116	-0.852454	radar	11.0675	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.95614	-13.0538	-2.42516	0.809757	-0.868499	lidar	1.07913	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.83026	-13.1346	-2.42254	0.725396	-0.91404	radar	2.01075	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.6929	-13.2133	-2.4384	0.652924	-0.932521	lidar	1.32042	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.4792	-13.2351	-2.46995	0.460395	-1.11877	radar	30.139	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.34874	-13.2673	-2.46351	0.388438	-1.13295	lidar	1.15207	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.218	-13.3058	-2.45611	0.322972	-1.13405	radar	1.03506	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.06487	-13.3325	-2.46856	0.244503	-1.147	lidar	0.957332	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.90633	-13.3505	-2.50707	0.149313	-1.18903	radar	1.90967	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.74392	-13.3503	-2.52385	0.0662241	-1.203	lidar	1.2951	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.6084	-13.3483	-2.53757	-0.00460202	-1.21571	radar	0.267155	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.45751	-13.3311	-2.56008	-0.0791735	-1.2256	lidar	1.07782	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.28699	-13.2908	-2.62694	-0.185278	-1.27551	radar	3.40964	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.13045	-13.245	-2.64186	-0.266887	-1.28408	lidar	0.719476	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.99179	-13.1991	-2.62983	-0.335943	-1.27866	radar	0.821453	6.79473	-13.0433	6.85	-13.15	-3.63709	0
1477010463239653	6.81693	-13.156	-2.68835	-0.401309	-1.26924	lidar	1.51979	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	6.68575	-13.0987	-2.71345	-0.468079	-1.27481	radar	0.355567	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	6.52512	-13.043	-2.77179	-0.522581	-1.2617	lidar	1.63249	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	6.4473	-13.0247	-2.54992	-0.530747	-1.17467	radar	23.1947	6.27012	-13.1139	6.25	-13.05	-1.81729	0
1477010463449687	6.28726	-12.9758	-2.60184	-0.571399	-1.14958	lidar	1.47549	6.14459	-13.0471	6.15	-13.05	-1.81729	0
1477010463504660	6.15374	-12.884	-2.65768	-0.643353	-1.16339	radar	1.24534	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
1477010463559633	6.00021	-12.8103	-2.70351	-0.686439	-1.14185	lidar	1.13253	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
1477010463609635	5.90208	-12.7398	-2.66096	-0.729728	-1.1239	radar	1.20098	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
1477010463659638	5.74556	-12.6795	-2.72023	-0.748444	-1.08708	lidar	2.50464	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
1477010463709638	5.66191	-12.6204	-2.61132	-0.777896	-1.05229	radar	6.01872	5.45236	-12.7392	5.45	-12.7	-2.00001	1
1477010463759639	5.51795	-12.5584	-2.65491	-0.79282	-1.01651	lidar	1.98908	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
1477010463809706	5.42013	-12.4643	-2.66496	-0.839892	-1.01347	radar	0.214866	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
1477010463859774	5.28595	-12.3859	-2.70164	-0.858707	-0.983257	lidar	1.45154	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
1477010463914701	5.1921	-12.2901	-2.67336	-0.901652	-0.971789	radar	1.07692	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
1477010463969629	5.06297	-12.194	-2.69906	-0.925863	-0.944654	lidar	1.00034	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
1477010464019634	4.95922	-12.0554	-2.83353	-0.981491	-0.961877	radar	7.48065	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
1477010464069639	4.8507	-11.947	-2.85509	-1.00872	-0.942203	lidar	0.602828	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
1477010464119638	4.7851	-11.8411	-2.78496	-1.04995	-0.932382	radar	2.60087	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
1477010464169638	4.69801	-11.7288	-2.79384	-1.08181	-0.918676	lidar	0.237333	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
1477010464219690	4.61841	-11.5892	-2.87012	-1.12605	-0.919824	radar	2.3907	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
1477010464269742	4.56133	-11.458	-2.86936	-1.17315	-0.920827	lidar	0.00141353	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
1477010464319689	4.49593	-11.3099	-2.92809	-1.21704	-0.919343	radar	1.33445	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
1477010464369636	4.4529	-11.1665	-2.93086	-1.26733	-0.923226	lidar	0.035196	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
1477010464424678	4.4513	-11.0425	-2.77239	-1.338	-0.943853	radar	10.0324	4.43672	-11.0976	4.45	-11.05	0	1.8168
1477010464479720	4.42163	-10.9023	-2.7617	-1.38823	-0.942754	lidar	0.144564	4.43803	-10.9525	4.45	-10.95	0	1.81679
1477010464529697	4.39652	-10.7618	-2.77676	-1.4338	-0.940678	radar	0.105486	4.40556	-10.7068	4.45	-10.8	0	3.00139
1477010464579674	4.39739	-10.6269	-2.76698	-1.49019	-0.949854	lidar	0.248487	4.45507	-10.6618	4.45	-10.65	0	3.00138
1477010464629664	4.43967	-10.5118	-2.64003	-1.57608	-0.994829	radar	8.02104	4.44716	-10.5583	4.45	-10.55	0	2.00041
1477010464679655	4.44309	-10.3895	-2.62875	-1.62352	-0.993209	lidar	0.145961	4.45187	-10.4417	4.45	-10.45	0	2.00038
1477010464729676	4.45719	-10.2581	-2.62364	-1.67693	-0.997432	radar	0.0572129	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
1477010464779698	4.49239	-10.1263	-2.62432	-1.73871	-1.0085	lidar	0.216921	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
1477010464834700	4.49846	-9.97795	-2.66428	-1.77136	-0.980302	radar	1.5432	4.56608	-10.005	4.55	-10	0	2.72717
1477010464889703	4.53769	-9.83547	-2.66473	-1.82929	-0.984017	lidar	0.0279321	4.55922	-9.84124	4.55	-9.85	0	2.72714
1477010464944669	4.59132	-9.69641	-2.65451	-1.89541	-0.998101	radar	0.241396	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
1477010464999636	4.66559	-9.55266	-2.66939	-1.96592	-1.01192	lidar	0.374942	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
1477010465049633	4.67598	-9.41137	-2.72082	-1.96673	-0.949199	radar	4.62687	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
1477010465099631	4.75723	-9.27686	-2.74462	-2.02999	-0.962609	lidar	0.513705	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
1477010465149630	4.87407	-9.17049	-2.7173	-2.13377	-1.03055	radar	4.29432	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
1477010465199629	4.96546	-9.05158	-2.73385	-2.19433	-1.038	lidar	0.212224	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
1477010465249644	4.98332	-8.92498	-2.74545	-2.17054	-0.940529	radar	9.06905	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
1477010465299660	5.08085	-8.79873	-2.77608	-2.22494	-0.945681	lidar	0.458719	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
1477010465354651	5.20344	-8.69173	-2.77428	-2.30427	-0.978854	radar	1.18926	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
1477010465409643	5.31977	-8.57795	-2.78747	-2.36333	-0.982872	lidar	0.115341	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
1477010465459626	5.3533	-8.45301	-2.77247	-2.33333	-0.879505	radar	9.57343	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
1477010465509610	5.46996	-8.33609	-2.81155	-2.38111	-0.880955	lidar	0.653538	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
1477010465559622	5.57539	-8.2331	-2.82276	-2.4236	-0.879392	radar	0.40777	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
1477010465609635	5.69709	-8.12608	-2.85448	-2.46824	-0.878466	lidar	0.434135	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
1477010465659638	5.7543	-8.01027	-2.82244	-2.44519	-0.787783	radar	8.08832	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
1477010465709641	5.86256	-7.91538	-2.82779	-2.48152	-0.784919	lidar	0.0694261	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
1477010465759698	5.94643	-7.81071	-2.8123	-2.48428	-0.735462	radar	2.5938	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
1477010465809756	6.05785	-7.7134	-2.82436	-2.51535	-0.730048	lidar	0.248416	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
1477010465864704	6.15834	-7.60727	-2.80418	-2.52185	-0.68331	radar	2.35422	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
1477010465919652	6.27868	-7.50916	-2.80743	-2.55252	-0.677309	lidar	0.250408	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
1477010465969718	6.39933	-7.42555	-2.82065	-2.5888	-0.684279	radar	1.13342	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
1477010466019784	6.5292	-7.33341	-2.84888	-2.61714	-0.678089	lidar	0.430002	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
1477010466074711	6.66304	-7.25437	-2.84645	-2.64995	-0.671889	radar	0.0464834	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
1477010466129638	6.79305	-7.17946	-2.83896	-2.68256	-0.66852	lidar	0.142226	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
1477010466179676	6.86461	-7.08522	-2.75949	-2.65304	-0.578883	radar	9.74022	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
1477010466229715	6.98315	-7.0113	-2.76333	-2.67577	-0.573377	lidar	0.182003	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
1477010466284723	7.11453	-6.93979	-2.75455	-2.69816	-0.559509	radar	0.309785	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
1477010466339731	7.25589	-6.84698	-2.78179	-2.71513	-0.54644	lidar	0.811053	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792
1477010466394730	7.34445	-6.74952	-2.69442	-2.68125	-0.452899	radar	11.6138	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821
1477010466449729	7.47926	-6.65775	-2.71623	-2.6925	-0.44017	lidar	0.675652	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821
1477010466504757	7.59476	-6.57843	-2.68635	-2.69269	-0.406517	radar	1.44039	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632
1477010466559785	7.71702	-6.50732	-2.67826	-2.70826	-0.400883	lidar	0.306409	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632
1477010466614740	7.86295	-6.45491	-2.69976	-2.74441	-0.42145	radar	0.586057	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839
1477010466669696	7.99169	-6.38925	-2.69588	-2.76065	-0.415534	lidar	0.238243	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826
1477010466719684	8.06507	-6.30267	-2.60408	-2.7234	-0.334715	radar	9.32999	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048
1477010466769672	8.1772	-6.22996	-2.60909	-2.72756	-0.323582	lidar	0.553695	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048
1477010466824677	8.29727	-6.15824	-2.58919	-2.72637	-0.29765	radar	0.929627	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801
1477010466879683	8.43604	-6.07296	-2.61795	-2.72831	-0.284103	lidar	0.606219	8.45315	-5.97158	8.45	-5.95	2.727	1.818
1477010466929651	8.53768	-6.00242	-2.58471	-2.71636	-0.248092	radar	1.78395	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064
1477010466979619	8.65666	-5.92537	-2.60195	-2.71528	-0.235796	lidar	0.479892	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064
1477010467029625	8.78443	-5.87192	-2.61882	-2.73144	-0.242412	radar	0.236986	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976
1477010467079632	8.91591	-5.78172	-2.65741	-2.72366	-0.223939	lidar	1.10609	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974
1477010467129707	9.0147	-5.70142	-2.6061	-2.69406	-0.165873	radar	5.48668	9.21669	-5.64514	9.05	-5.55	1.99699	1.997
1477010467179782	9.14125	-5.60315	-2.64416	-2.67982	-0.145169	lidar	1.3027	9.15342	-5.45253	9.15	-5.45	1.997	1.99701
1477010467234830	9.23882	-5.50312	-2.589	-2.63998	-0.0814247	radar	5.51578	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659
1477010467289878	9.3668	-5.39108	-2.62185	-2.61997	-0.0592975	lidar	1.37999	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659
1477010467344757	9.46311	-5.28717	-2.57846	-2.5805	-0.00306038	radar	4.01762	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219
1477010467399636	9.58051	-5.17562	-2.60126	-2.5596	0.0156618	lidar	1.00836	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219
1477010467449735	9.69128	-5.10356	-2.60924	-2.56234	0.00926396	radar	0.219663	9.62802	-5.02338	9.65	-5	1.99604	0.998028
1477010467499834	9.79463	-5.01323	-2.61629	-2.55008	0.0195613	lidar	0.37865	9.75	-4.94288	9.75	-4.95	1.99605	0.998028
1477010467554811	9.88551	-4.90836	-2.57065	-2.50916	0.0738579	radar	3.84381	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894
1477010467609788	9.9919	-4.81168	-2.57244	-2.4962	0.0815874	lidar	0.248552	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894
1477010467664743	10.0739	-4.69852	-2.52785	-2.44742	0.141379	radar	4.46944	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951
1477010467719699	10.1769	-4.57406	-2.55318	-2.41974	0.158657	lidar	0.908603	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948
1477010467774672	10.2676	-4.46512	-2.54141	-2.39125	0.183156	radar	0.817476	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907
1477010467829645	10.3682	-4.3442	-2.56244	-2.36767	0.194772	lidar	0.429979	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907
1477010467879630	10.4537	-4.2421	-2.55919	-2.34281	0.214973	radar	0.61932	10.56	-4.15868	10.45	-4.1	2.00061	3.0009
1477010467929615	10.548	-4.10635	-2.60563	-2.31171	0.232256	lidar	1.23564	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009
1477010467979624	10.6577	-4.01593	-2.63603	-2.32308	0.199879	radar	1.58539	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964
1477010468029634	10.7488	-3.88069	-2.67531	-2.2948	0.215305	lidar	1.01063	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962
1477010468079642	10.7819	-3.73708	-2.62455	-2.20697	0.319076	radar	11.9323	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952
1477010468129651	10.8619	-3.58683	-2.67272	-2.17146	0.335491	lidar	1.32557	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949
1477010468179635	10.9652	-3.49064	-2.69923	-2.19317	0.281081	radar	3.63601	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064
1477010468229619	11.0457	-3.35166	-2.73296	-2.16747	0.290701	lidar	0.578346	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064
1477010468279692	11.0801	-3.20819	-2.70778	-2.09718	0.365432	radar	5.97614	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563
1477010468329766	11.1501	-3.05781	-2.74724	-2.06661	0.375494	lidar	0.743801	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
1477010468384690	11.1539	-2.87979	-2.71973	-1.95622	0.497828	radar	15.4548	11.1386	-2.78926	11.15	-2.8	0	2.73104
1477010468439615	11.1984	-2.72109	-2.7357	-1.91733	0.507438	lidar	0.451769	11.141	-2.65084	11.15	-2.65	0	2.73102
1477010468494625	11.2071	-2.55486	-2.7313	-1.83849	0.576355	radar	4.60672	11.1042	-2.54354	11.15	-2.55	0	1.81785
1477010468549635	11.2293	-2.42123	-2.70616	-1.80355	0.57968	lidar	0.418137	11.1497	-2.45904	11.15	-2.45	0	1.81785
1477010468599702	11.3161	-2.32419	-2.69474	-1.85529	0.465769	radar	14.1403	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
1477010468649769	11.3543	-2.16307	-2.73689	-1.82418	0.471237	lidar	0.706304	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
1477010468704758	11.3665	-2.00484	-2.73799	-1.77037	0.508661	radar	1.42599	11.3117	-1.92025	11.35	-1.95	0	1.81854
1477010468759748	11.3872	-1.85931	-2.7312	-1.73943	0.511345	lidar	0.0745691	11.3504	-1.8663	11.35	-1.85	0	1.81853
1477010468814741	11.4015	-1.70747	-2.73227	-1.70031	0.526844	radar	0.254357	11.4185	-1.70062	11.35	-1.7	0	2.72762
1477010468869734	11.4089	-1.55273	-2.73568	-1.66514	0.532014	lidar	0.167618	11.3568	-1.53205	11.35	-1.55	0	2.72762
1477010468924749	11.3513	-1.38344	-2.74325	-1.55756	0.640476	radar	11.5207	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653
1477010468979764	11.3299	-1.23527	-2.73401	-1.51376	0.647965	lidar	0.404107	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653
1477010469034705	11.2338	-1.06076	-2.77483	-1.38368	0.779049	radar	16.8773	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021
1477010469089646	11.1783	-0.915621	-2.76438	-1.3281	0.790225	lidar	0.821718	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021
1477010469139628	11.1064	-0.772731	-2.79233	-1.25187	0.839921	radar	2.69776	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107
1477010469189611	11.0415	-0.641561	-2.79059	-1.19967	0.848623	lidar	0.507859	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104
1477010469239610	10.9227	-0.494319	-2.86553	-1.089	0.94315	radar	10.2348	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006
1477010469289610	10.8369	-0.368245	-2.86803	-1.03274	0.950734	lidar	0.425916	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003
1477010469344622	10.7411	-0.236154	-2.8786	-0.969042	0.966377	radar	0.336813	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892
1477010469399634	10.6312	-0.142767	-2.83421	-0.901039	0.98194	lidar	1.25163	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893
1477010469449624	10.4849	-0.0275681	-2.93521	-0.795064	1.06402	radar	10.4604	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041
1477010469499614	10.3583	0.0472668	-2.90741	-0.724053	1.08145	lidar	1.15371	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041
1477010469549703	10.2585	0.12415	-2.85245	-0.678695	1.06578	radar	1.65792	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0
1477010469599792	10.1251	0.153663	-2.79149	-0.596544	1.09577	lidar	2.87372	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0
1477010469654702	9.98654	0.225933	-2.81023	-0.523134	1.11498	radar	1.40936	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584
1477010469709612	9.83228	0.24228	-2.75932	-0.42982	1.14779	lidar	2.59014	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584
1477010469759688	9.67564	0.289958	-2.82439	-0.35029	1.1766	radar	3.15531	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471
1477010469809764	9.52732	0.292829	-2.79571	-0.264918	1.20307	lidar	1.43577	9.45825	0.149456	9.45	0.15	-2.99545	0.998471
1477010469864720	9.40595	0.297825	-2.65526	-0.199017	1.19382	radar	7.2226	9.22819	0.16178	9.35	0.15	-1.81963	0
1477010469919677	9.25776	0.280735	-2.62707	-0.108393	1.21935	lidar	1.15151	9.24456	0.139817	9.25	0.15	-1.81962	0
1477010469969667	9.11106	0.294129	-2.68377	-0.0439442	1.22495	radar	1.29648	9.0729	0.205961	9.1	0.2	-3.00059	1.0002
1477010470019657	8.97474	0.285797	-2.68056	0.0243353	1.23184	lidar	0.0774148	8.96281	0.250937	8.95	0.25	-3.0006	1.0002
1477010470069658	8.83241	0.283766	-2.71725	0.0837353	1.23035	radar	0.515127	8.84168	0.257617	8.8	0.25	-2.99995	0
1477010470119659	8.69177	0.26286	-2.72244	0.150081	1.23455	lidar	0.0840294	8.65606	0.24536	8.65	0.25	-2.99994	0
1477010470169772	8.54739	0.244416	-2.75314	0.208114	1.23021	radar	0.403991	8.43549	0.247188	8.5	0.25	-2.99323	0
1477010470219886	8.40409	0.220017	-2.76641	0.265171	1.22477	lidar	0.251923	8.34184	0.250769	8.35	0.25	-2.9932	0
1477010470274784	8.26101	0.180351	-2.76145	0.329189	1.22183	radar	0.0807149	8.27073	0.243988	8.2	0.25	-2.73233	0
1477010470329682	8.10899	0.156808	-2.77273	0.375224	1.20064	lidar	0.873678	8.03847	0.260731	8.05	0.25	-2.73234	0
1477010470379643	7.96926	0.125804	-2.81454	0.413247	1.17689	radar	1.15581	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078
1477010470429605	7.82771	0.0840531	-2.82825	0.4585	1.16287	lidar	0.700455	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077
1477010470479672	7.66868	0.0587005	-2.90986	0.473882	1.11424	radar	4.59993	7.46173	0.143776	7.6	0.15	-2.99599	0
1477010470529740	7.52959	0.0241108	-2.90839	0.504329	1.08974	lidar	1.1827	7.45455	0.149294	7.45	0.15	-2.99596	0
1477010470584745	7.41943	-0.0690952	-2.82911	0.588773	1.12212	radar	4.44394	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998
1477010470639750	7.28948	-0.111524	-2.80423	0.61868	1.0926	lidar	1.61292	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998
1477010470694797	7.14491	-0.156104	-2.84361	0.629032	1.03506	radar	4.54398	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664
1477010470749845	7.00829	-0.225661	-2.83914	0.667007	1.01705	lidar	0.793914	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662
1477010470804752	6.94946	-0.370536	-2.72835	0.792335	1.10582	radar	12.5821	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126
1477010470859660	6.84792	-0.450821	-2.70225	0.836001	1.09062	lidar	0.659314	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124
1477010470909720	6.69104	-0.466454	-2.77014	0.779902	0.951036	radar	20.459	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759
1477010470959781	6.5881	-0.560404	-2.77152	0.822223	0.946054	lidar	0.115924	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757
1477010471014729	6.52333	-0.713903	-2.73711	0.928289	1.01586	radar	5.42039	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986
1477010471069677	6.43945	-0.839545	-2.73779	0.986486	1.01806	lidar	0.0199614	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986
1477010471119716	6.39492	-0.990031	-2.73288	1.08301	1.0777	radar	3.20632	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766
1477010471169756	6.33722	-1.12147	-2.74131	1.14216	1.08218	lidar	0.108061	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763
